date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,festival_season_flag,back_to_school_flag,promo_type,customer_segment,returned_units,refund_amount,return_reason,product_name,category,unit_cost,unit_price,reorder_point,store_name,city,supplier_name,fill_rate,profit,profit_margin_pct,year,month,year_month,quarter,day_of_week,is_weekend
2023-03-30,S008,CLO-P0018,W05,SUP06,7.0,75.0,0,0,0.0,0,3870.02,552.86,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Cargo Pants,Clothing,325.42,552.86,40,Ahmedabad Mall Outlet,Ahmedabad,Nationwide Traders,,1592.08,41.14,2023,3,2023-03,1,Thursday,False
2023-03-30,S008,CLO-P0026,W05,SUP12,20.0,139.0,0,0,0.0,0,19052.4,952.62,0.0,0,Sunny,Summer,0,1,,Corporate,0,0.0,,Sports Shorts Plus,Clothing,565.18,952.62,74,Ahmedabad Mall Outlet,Ahmedabad,Vertex Global Trade,,7748.800000000003,40.67,2023,3,2023-03,1,Thursday,False
2023-03-30,S008,TOY-P0040,W05,SUP03,10.0,47.0,0,0,0.0,0,9282.2,928.22,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Doll House Deluxe,Toys,549.42,928.22,45,Ahmedabad Mall Outlet,Ahmedabad,Prime Vendors Ltd,,3788.000000000001,40.81,2023,3,2023-03,1,Thursday,False
2023-03-30,S010,KIT-P0009,W01,SUP18,4.0,80.0,0,0,0.0,0,12002.04,3000.51,0.0,0,Sunny,Summer,0,1,,Corporate,0,0.0,,Chopping Board,Kitchen,1558.28,3000.51,54,Lucknow City Centre Store,Lucknow,Zenith Commerce Ltd,,5768.920000000001,48.07,2023,3,2023-03,1,Thursday,False
2023-03-30,S011,BEA-P0014,W05,SUP20,10.0,98.0,0,108,0.0,0,7913.7,791.37,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Hair Oil Plus,Beauty,453.25,791.37,42,Surat Ring Road Store,Surat,Meridian Supply Group,1.0,3381.2,42.73,2023,3,2023-03,1,Thursday,False
2023-03-30,S011,GRO-P0031,W05,SUP16,12.0,25.0,93,0,22.0,0,5602.2,466.85,0.0,0,Cloudy,Summer,0,1,,Retail,0,0.0,,Basmati Rice 5kg Classic,Groceries,283.75,466.85,46,Surat Ring Road Store,Surat,Crescent Traders,0.0,2197.2,39.22,2023,3,2023-03,1,Thursday,False
2023-03-30,S011,SPO-P0014,W05,SUP16,6.0,210.0,0,141,0.0,0,38287.32,6381.22,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Dumbbell Set Plus,Sports,3489.18,6381.22,93,Surat Ring Road Store,Surat,Crescent Traders,1.0,17352.24,45.32,2023,3,2023-03,1,Thursday,False
2023-03-30,S012,HOM-P0010,W05,SUP16,12.0,312.0,0,0,0.0,0,26664.24,2222.02,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Fairy Lights,Home Decor,1638.13,2222.02,57,Nagpur Station Road Store,Nagpur,Crescent Traders,,7006.68,26.28,2023,3,2023-03,1,Thursday,False
2023-03-30,S012,TOY-P0020,W05,SUP02,31.0,211.0,0,0,0.0,0,16867.41,544.11,0.0,0,Sunny,Summer,0,1,,Corporate,0,0.0,,Card Game Set,Toys,322.82,544.11,80,Nagpur Station Road Store,Nagpur,Metro Wholesale Co.,,6859.99,40.67,2023,3,2023-03,1,Thursday,False
2023-03-30,S013,FUR-P0030,W07,SUP07,5.0,76.0,0,0,0.0,0,31965.4,6393.08,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,TV Unit Mini,Furniture,3360.21,6393.08,51,Indore Downtown Store,Indore,Horizon Goods Pvt Ltd,,15164.350000000002,47.44,2023,3,2023-03,1,Thursday,False
2023-03-30,S013,PET-P0018,W07,SUP01,5.0,154.0,0,0,0.0,0,5396.75,1079.35,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Pet Grooming Kit Plus,Pet Supplies,662.91,1079.35,60,Indore Downtown Store,Indore,Sunrise Distributors,,2082.2000000000003,38.58,2023,3,2023-03,1,Thursday,False
2023-03-30,S013,TOY-P0017,W07,SUP06,10.0,366.0,0,325,0.0,0,1540.7,154.07,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Art Kit,Toys,85.59,154.07,66,Indore Downtown Store,Indore,Nationwide Traders,1.0,684.8,44.45,2023,3,2023-03,1,Thursday,False
2023-03-30,S014,BEA-P0004,W07,SUP09,33.0,82.0,142,0,6.0,0,21889.56,663.32,0.0,0,Cloudy,Summer,0,1,,Wholesale,0,0.0,,Hair Oil,Beauty,453.6,663.32,88,Bhopal Central Plaza,Bhopal,Golden Gate Imports,0.0,6920.76,31.62,2023,3,2023-03,1,Thursday,False
2023-03-30,S014,PET-P0025,W07,SUP11,5.0,51.0,0,0,0.0,0,7514.3,1502.86,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Pet Bed Classic,Pet Supplies,1091.35,1502.86,51,Bhopal Central Plaza,Bhopal,Orbit Sourcing Ltd,,2057.55,27.38,2023,3,2023-03,1,Thursday,False
2023-03-30,S016,BEA-P0035,W06,SUP12,8.0,98.0,0,0,0.0,0,3916.32,489.54,0.0,0,Heatwave,Summer,0,1,,Online,0,0.0,,Shampoo 500ml Mini,Beauty,260.27,489.54,85,Guwahati Mall Outlet,Guwahati,Vertex Global Trade,,1834.1600000000003,46.83,2023,3,2023-03,1,Thursday,False
2023-03-30,S017,TOY-P0020,W01,SUP02,4.0,215.0,0,0,0.0,0,2176.44,544.11,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Card Game Set,Toys,322.82,544.11,80,Chandigarh High Street Store,Chandigarh,Metro Wholesale Co.,,885.1600000000001,40.67,2023,3,2023-03,1,Thursday,False
2023-03-30,S018,GRO-P0005,W02,SUP01,10.0,82.0,99,0,8.0,0,22776.48,474.51,0.0,0,Sunny,Summer,0,1,,Wholesale,0,0.0,,Organic Honey 500g,Groceries,340.89,474.51,46,Coimbatore City Centre Store,Coimbatore,Sunrise Distributors,0.0,19367.58,85.03,2023,3,2023-03,1,Thursday,False
2023-03-30,S019,BEA-P0026,W02,SUP11,6.0,437.0,0,0,0.0,0,4383.54,730.59,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Moisturizer Cream Classic,Beauty,422.47,730.59,86,Kochi Ring Road Store,Kochi,Orbit Sourcing Ltd,,1848.7199999999998,42.17,2023,3,2023-03,1,Thursday,False
2023-03-30,S020,CLO-P0018,W05,SUP06,5.0,141.0,0,0,0.0,0,2764.3,552.86,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Cargo Pants,Clothing,325.42,552.86,40,Nashik Station Road Store,Nashik,Nationwide Traders,,1137.2,41.14,2023,3,2023-03,1,Thursday,False
2023-03-30,S020,KIT-P0010,W05,SUP11,9.0,68.0,0,0,0.0,0,18747.72,2083.08,0.0,0,Sunny,Summer,0,1,,Corporate,0,0.0,,Tiffin Box,Kitchen,1103.21,2083.08,57,Nashik Station Road Store,Nashik,Orbit Sourcing Ltd,,8818.830000000002,47.04,2023,3,2023-03,1,Thursday,False
2023-03-30,S023,HOM-P0004,W05,SUP06,20.0,296.0,0,0,0.0,0,31664.6,1583.23,0.0,0,Sunny,Summer,0,1,,Wholesale,0,0.0,,Wall Art Canvas,Home Decor,854.68,1583.23,85,Vadodara MG Road Store,Vadodara,Nationwide Traders,,14571.0,46.02,2023,3,2023-03,1,Thursday,False
2023-03-30,S023,KIT-P0007,W05,SUP10,2.0,219.0,0,0,0.0,0,5192.2,2596.1,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Steel Cookware Set,Kitchen,1814.67,2596.1,94,Vadodara MG Road Store,Vadodara,Silverline Merchandise,,1562.8599999999997,30.1,2023,3,2023-03,1,Thursday,False
2023-03-30,S023,STA-P0024,W05,SUP17,11.0,416.0,0,0,0.0,0,5216.31,474.21,0.0,0,Sunny,Summer,0,1,,Online,1,474.21,Wrong Item,School Bag Classic,Stationery,289.92,474.21,92,Vadodara MG Road Store,Vadodara,Oceanic Import-Export,,2027.19,38.86,2023,3,2023-03,1,Thursday,False
2023-03-30,S024,KIT-P0004,W04,SUP04,10.0,102.0,0,0,0.0,0,6751.2,675.12,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Mixer Grinder,Kitchen,434.12,675.12,61,Ranchi Mall Outlet,Ranchi,Apex Trading Corp,,2410.0,35.7,2023,3,2023-03,1,Thursday,False
2023-03-30,S024,KIT-P0027,W04,SUP19,2.0,66.0,0,0,0.0,0,721.78,360.89,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Steel Cookware Set Classic,Kitchen,254.8,360.89,43,Ranchi Mall Outlet,Ranchi,Cascade Vendors,,212.17999999999995,29.4,2023,3,2023-03,1,Thursday,False
2023-03-30,S024,TOY-P0015,W04,SUP06,9.0,132.0,0,0,0.0,0,2706.36,225.53,0.0,0,Sunny,Summer,0,1,,Wholesale,0,0.0,,Kite Set,Toys,137.29,225.53,51,Ranchi Mall Outlet,Ranchi,Nationwide Traders,,1470.7500000000002,54.34,2023,3,2023-03,1,Thursday,False
2023-03-30,S025,ELE-P0040,W07,SUP09,6.0,66.0,0,0,0.0,0,221297.7,36882.95,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Power Bank Classic,Electronics,23218.04,36882.95,38,Raipur High Street Store,Raipur,Golden Gate Imports,,81989.46000000002,37.05,2023,3,2023-03,1,Thursday,False
2023-03-31,S002,BEA-P0029,W01,SUP14,4.0,131.0,0,0,0.0,0,3273.72,818.43,0.0,0,Heatwave,Summer,0,1,,Online,0,0.0,,Talcum Powder Classic,Beauty,537.17,818.43,46,Mumbai Andheri Store,Mumbai,Everest Supply Co,,1125.04,34.37,2023,3,2023-03,1,Friday,False
2023-03-31,S002,KIT-P0010,W01,SUP11,49.0,50.0,86,0,10.0,0,102070.92,2083.08,0.0,0,Sunny,Summer,0,1,,Wholesale,0,0.0,,Tiffin Box,Kitchen,1103.21,2083.08,57,Mumbai Andheri Store,Mumbai,Orbit Sourcing Ltd,0.0,48013.63,47.04,2023,3,2023-03,1,Friday,False
2023-03-31,S003,KIT-P0030,W02,SUP18,28.0,68.0,0,0,0.0,0,53330.48,1904.66,0.0,0,Cloudy,Summer,0,1,,Wholesale,0,0.0,,Tiffin Box Mini,Kitchen,1001.78,1904.66,68,Bengaluru Koramangala Store,Bengaluru,Zenith Commerce Ltd,,25280.640000000003,47.4,2023,3,2023-03,1,Friday,False
2023-03-31,S003,TOY-P0027,W02,SUP02,2.0,107.0,0,0,0.0,0,2809.64,1404.82,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Remote Car Classic,Toys,736.79,1404.82,38,Bengaluru Koramangala Store,Bengaluru,Metro Wholesale Co.,,1336.06,47.55,2023,3,2023-03,1,Friday,False
2023-03-31,S003,TOY-P0032,W02,SUP05,4.0,155.0,0,0,0.0,0,3849.0,962.25,0.0,0,Sunny,Summer,0,1,,Online,1,962.25,Wrong Item,Art Kit Mini,Toys,661.85,962.25,91,Bengaluru Koramangala Store,Bengaluru,Bluewave Supplies,,1201.6,31.22,2023,3,2023-03,1,Friday,False
2023-03-31,S004,BEA-P0014,W02,SUP20,25.0,49.0,0,0,0.0,0,19784.25,791.37,0.0,0,Cloudy,Summer,0,1,,Corporate,0,0.0,,Hair Oil Plus,Beauty,453.25,791.37,42,Chennai T Nagar Store,Chennai,Meridian Supply Group,,8453.0,42.73,2023,3,2023-03,1,Friday,False
2023-03-31,S004,STA-P0032,W02,SUP05,10.0,165.0,0,0,0.0,0,2982.8,298.28,24.0,1,Cloudy,Summer,0,1,Holiday Promo,Online,0,0.0,,Ball Pen Set Mini,Stationery,204.5,392.47,58,Chennai T Nagar Store,Chennai,Bluewave Supplies,,937.8000000000002,31.44,2023,3,2023-03,1,Friday,False
2023-03-31,S005,HOM-P0021,W03,SUP11,6.0,221.0,0,0,0.0,0,3355.74,559.29,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Wall Clock Classic,Home Decor,351.95,559.29,99,Delhi Connaught Place Store,Delhi,Orbit Sourcing Ltd,,1244.04,37.07,2023,3,2023-03,1,Friday,False
2023-03-31,S006,BEA-P0007,W02,SUP02,8.0,102.0,0,0,0.0,0,7649.28,956.16,0.0,0,Sunny,Summer,0,1,,Retail,2,1912.32,Damaged in Transit,Perfume,Beauty,647.29,956.16,82,Hyderabad Central Plaza,Hyderabad,Metro Wholesale Co.,,2470.96,32.3,2023,3,2023-03,1,Friday,False
2023-03-31,S006,BEA-P0013,W02,SUP12,4.0,68.0,0,0,0.0,0,2961.96,740.49,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Lipstick Plus,Beauty,392.73,740.49,32,Hyderabad Central Plaza,Hyderabad,Vertex Global Trade,,1391.04,46.96,2023,3,2023-03,1,Friday,False
2023-03-31,S006,PET-P0029,W02,SUP11,10.0,105.5,0,0,0.0,0,16317.6,1631.76,0.0,0,Heatwave,Summer,0,1,,Wholesale,0,0.0,,Chew Toy Classic,Pet Supplies,1160.1,1631.76,50,Hyderabad Central Plaza,Hyderabad,Orbit Sourcing Ltd,,4716.6,28.9,2023,3,2023-03,1,Friday,False
2023-03-31,S006,TOY-P0004,W02,SUP06,13.0,158.0,0,0,0.0,0,6583.59,506.43,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Action Figure,Toys,278.18,506.43,61,Hyderabad Central Plaza,Hyderabad,Nationwide Traders,,2967.25,45.07,2023,3,2023-03,1,Friday,False
2023-03-31,S006,TOY-P0013,W02,SUP06,19.0,44.0,87,0,12.0,0,7856.69,413.51,0.0,0,Cloudy,Summer,0,1,,Wholesale,0,0.0,,Skateboard Kids,Toys,226.58,413.51,55,Hyderabad Central Plaza,Hyderabad,Nationwide Traders,0.0,3551.669999999999,45.21,2023,3,2023-03,1,Friday,False
2023-03-31,S008,CLO-P0026,W05,SUP12,12.0,127.0,0,0,0.0,0,9030.84,752.57,21.0,1,Sunny,Summer,0,1,Clearance Sale,Online,0,0.0,,Sports Shorts Plus,Clothing,565.18,952.62,74,Ahmedabad Mall Outlet,Ahmedabad,Vertex Global Trade,,2248.6800000000003,24.9,2023,3,2023-03,1,Friday,False
2023-03-31,S009,ELE-P0005,W01,SUP07,28.0,150.0,0,0,0.0,0,4929.68,176.06,0.0,0,Unknown,Summer,0,1,,Wholesale,0,0.0,,Power Bank 10000mAh,Electronics,131.88,176.06,82,Jaipur High Street Store,Jaipur,Horizon Goods Pvt Ltd,,1237.0400000000004,25.09,2023,3,2023-03,1,Friday,False
2023-03-31,S009,ELE-P0034,W01,SUP01,8.0,294.0,0,0,0.0,0,72069.76,9008.72,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,LED TV Classic,Electronics,6327.88,9008.72,95,Jaipur High Street Store,Jaipur,Sunrise Distributors,,21446.719999999994,29.76,2023,3,2023-03,1,Friday,False
2023-03-31,S009,FUR-P0001,W01,SUP08,5.0,174.0,0,112,0.0,0,1873.7,374.74,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Study Table,Furniture,277.45,374.74,69,Jaipur High Street Store,Jaipur,Summit Supply Chain,1.0,486.45000000000005,25.96,2023,3,2023-03,1,Friday,False
2023-03-31,S009,FUR-P0023,W01,SUP03,10.0,88.0,0,0,0.0,0,138545.6,13854.56,11.0,1,Sunny,Summer,0,1,Holiday Promo,Retail,0,0.0,,Sofa Set Classic,Furniture,8066.85,15566.92,41,Jaipur High Street Store,Jaipur,Prime Vendors Ltd,,57877.100000000006,41.77,2023,3,2023-03,1,Friday,False
2023-03-31,S009,PET-P0017,W01,SUP05,26.0,170.0,0,0,0.0,0,15876.64,610.64,0.0,0,Cloudy,Summer,0,1,,Corporate,0,0.0,,Fish Tank Filter Plus,Pet Supplies,398.52,610.64,88,Jaipur High Street Store,Jaipur,Bluewave Supplies,,5515.119999999999,34.74,2023,3,2023-03,1,Friday,False
2023-03-31,S010,GRO-P0031,W01,SUP16,33.0,92.0,0,0,0.0,0,10630.29,322.13,31.0,1,Cloudy,Summer,0,1,Clearance Sale,Wholesale,0,0.0,,Basmati Rice 5kg Classic,Groceries,283.75,466.85,46,Lucknow City Centre Store,Lucknow,Crescent Traders,,1266.5400000000009,11.91,2023,3,2023-03,1,Friday,False
2023-03-31,S013,TOY-P0004,W07,SUP06,6.0,117.0,0,0,0.0,0,3038.58,506.43,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Action Figure,Toys,278.18,506.43,61,Indore Downtown Store,Indore,Nationwide Traders,,1369.5,45.07,2023,3,2023-03,1,Friday,False
2023-03-31,S014,BEA-P0017,W07,SUP09,10.0,105.0,0,0,0.0,0,5843.4,584.34,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Perfume Plus,Beauty,362.04,584.34,53,Bhopal Central Plaza,Bhopal,Golden Gate Imports,,2222.9999999999995,38.04,2023,3,2023-03,1,Friday,False
2023-03-31,S016,CLO-P0032,W06,SUP10,9.0,162.0,0,0,0.0,0,6885.27,765.03,0.0,0,Sunny,Summer,0,1,,Retail,2,1530.06,Defective,Denim Jeans Classic,Clothing,484.62,765.03,78,Guwahati Mall Outlet,Guwahati,Silverline Merchandise,,2523.6900000000005,36.65,2023,3,2023-03,1,Friday,False
2023-03-31,S016,CLO-P0035,W06,SUP16,1.0,171.0,0,0,0.0,0,1113.76,1113.76,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Hoodie Classic,Clothing,687.67,1113.76,81,Guwahati Mall Outlet,Guwahati,Crescent Traders,,426.09000000000003,38.26,2023,3,2023-03,1,Friday,False
2023-03-31,S016,FUR-P0002,W06,SUP02,13.0,255.0,0,254,0.0,0,1339.78,103.06,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Office Chair,Furniture,64.56,103.06,60,Guwahati Mall Outlet,Guwahati,Metro Wholesale Co.,1.0,500.5,37.36,2023,3,2023-03,1,Friday,False
2023-03-31,S016,PET-P0023,W06,SUP18,5.0,263.0,0,0,0.0,0,4508.3,901.66,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Pet Shampoo Classic,Pet Supplies,560.51,901.66,74,Guwahati Mall Outlet,Guwahati,Zenith Commerce Ltd,,1705.75,37.84,2023,3,2023-03,1,Friday,False
2023-03-31,S016,STA-P0009,W06,SUP01,14.0,75.0,0,58,0.0,0,6866.16,490.44,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Highlighter Set,Stationery,270.25,490.44,36,Guwahati Mall Outlet,Guwahati,Sunrise Distributors,1.0,3082.66,44.9,2023,3,2023-03,1,Friday,False
2023-03-31,S017,HOM-P0029,W01,SUP07,9.0,140.0,0,0,0.0,0,4914.9,546.1,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Mirror Frame Classic,Home Decor,397.29,546.1,65,Chandigarh High Street Store,Chandigarh,Horizon Goods Pvt Ltd,,1339.2899999999995,27.25,2023,3,2023-03,1,Friday,False
2023-03-31,S017,PET-P0010,W01,SUP18,8.0,118.0,0,0,0.0,0,8290.56,1036.32,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Pet Bowl Set,Pet Supplies,635.99,1036.32,61,Chandigarh High Street Store,Chandigarh,Zenith Commerce Ltd,,3202.6399999999994,38.63,2023,3,2023-03,1,Friday,False
2023-03-31,S018,PET-P0015,W02,SUP11,8.0,122.0,0,0,0.0,0,11048.0,1381.0,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Pet Bed Plus,Pet Supplies,712.12,1381.0,63,Coimbatore City Centre Store,Coimbatore,Orbit Sourcing Ltd,,5351.04,48.43,2023,3,2023-03,1,Friday,False
2023-03-31,S018,STA-P0021,W02,SUP17,7.0,156.0,0,0,0.0,0,3800.09,542.87,0.0,0,Unknown,Summer,0,1,,Online,0,0.0,,Notebook Pack Classic,Stationery,343.32,542.87,82,Coimbatore City Centre Store,Coimbatore,Oceanic Import-Export,,1396.8500000000004,36.76,2023,3,2023-03,1,Friday,False
2023-03-31,S019,CLO-P0035,W02,SUP16,11.0,66.0,122,0,0.0,0,12251.36,1113.76,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Hoodie Classic,Clothing,687.67,1113.76,81,Kochi Ring Road Store,Kochi,Crescent Traders,0.0,4686.990000000001,38.26,2023,3,2023-03,1,Friday,False
2023-03-31,S020,FUR-P0007,W05,SUP08,5.0,287.0,0,0,0.0,0,628.5,125.7,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Shoe Rack,Furniture,78.96,125.7,79,Nashik Station Road Store,Nashik,Summit Supply Chain,,233.70000000000005,37.18,2023,3,2023-03,1,Friday,False
2023-03-31,S021,STA-P0011,W02,SUP17,18.0,61.0,0,47,0.0,0,10947.96,608.22,0.0,0,Cloudy,Summer,0,1,,Corporate,0,0.0,,Notebook Pack Plus,Stationery,330.28,608.22,33,Visakhapatnam Downtown Store,Visakhapatnam,Oceanic Import-Export,1.0,5002.92,45.7,2023,3,2023-03,1,Friday,False
2023-03-31,S022,BEA-P0018,W01,SUP02,8.0,88.0,0,0,0.0,0,7725.52,965.69,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Face Serum Plus,Beauty,553.94,965.69,81,Ludhiana Central Plaza,Ludhiana,Metro Wholesale Co.,,3294.0,42.64,2023,3,2023-03,1,Friday,False
2023-03-31,S024,FUR-P0001,W04,SUP08,3.0,159.0,0,0,0.0,0,1124.22,374.74,0.0,0,Sunny,Summer,0,1,,Retail,1,374.74,Damaged in Transit,Study Table,Furniture,277.45,374.74,69,Ranchi Mall Outlet,Ranchi,Summit Supply Chain,,291.8700000000001,25.96,2023,3,2023-03,1,Friday,False
2023-03-31,S025,GRO-P0031,W07,SUP16,9.0,130.0,0,0,0.0,0,4201.65,466.85,0.0,0,Cloudy,Summer,0,1,,Retail,0,0.0,,Basmati Rice 5kg Classic,Groceries,283.75,466.85,46,Raipur High Street Store,Raipur,Crescent Traders,,1647.8999999999996,39.22,2023,3,2023-03,1,Friday,False
2023-04-01,S001,STA-P0010,W01,SUP15,6.0,695.0,0,0,0.0,0,977.46,162.91,0.0,0,Cold,Winter,0,0,,Retail,0,0.0,,Calculator,Stationery,113.28,162.91,87,Pune Central Store,Pune,Falcon Distribution,,297.78,30.46,2023,4,2023-04,2,Saturday,True
2023-04-01,S001,TOY-P0022,W01,SUP14,11.0,103.0,0,0,0.0,0,11917.18,1083.38,0.0,0,Cloudy,Winter,0,0,,Corporate,0,0.0,,Art Kit Classic,Toys,766.26,1083.38,49,Pune Central Store,Pune,Everest Supply Co,,3488.3199999999997,29.27,2023,4,2023-04,2,Saturday,True
2023-04-01,S002,BEA-P0008,W01,SUP09,9.0,82.0,0,0,0.0,0,5760.88,720.11,0.0,0,Sunny,Summer,0,1,,Online,0,0.0,,Face Serum,Beauty,532.87,720.11,68,Mumbai Andheri Store,Mumbai,Golden Gate Imports,,965.0500000000002,16.75,2023,4,2023-04,2,Saturday,True
2023-04-01,S002,HOM-P0008,W01,SUP05,16.0,30.0,156,0,6.0,0,9720.16,607.51,0.0,0,Heatwave,Summer,0,1,,Retail,0,0.0,,Rug,Home Decor,387.21,607.51,72,Mumbai Andheri Store,Mumbai,Bluewave Supplies,0.0,3524.8,36.26,2023,4,2023-04,2,Saturday,True
2023-04-01,S003,CLO-P0018,W02,SUP06,1.0,68.5,0,0,0.0,0,552.86,552.86,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Cargo Pants,Clothing,325.42,552.86,40,Bengaluru Koramangala Store,Bengaluru,Nationwide Traders,,227.44,41.14,2023,4,2023-04,2,Saturday,True
2023-04-01,S003,GRO-P0028,W02,SUP09,18.0,60.0,123,0,8.0,0,9151.56,508.42,0.0,0,Cloudy,Winter,0,0,,Wholesale,0,0.0,,Coffee Powder 200g Plus,Groceries,278.27,508.42,71,Bengaluru Koramangala Store,Bengaluru,Golden Gate Imports,0.0,4142.7,45.27,2023,4,2023-04,2,Saturday,True
2023-04-01,S003,HOM-P0035,W02,SUP13,12.0,96.0,0,0,0.0,0,35053.92,2921.16,0.0,0,Heatwave,Summer,0,1,,Online,0,0.0,,Decorative Vase Mini,Home Decor,2159.5,2921.16,96,Bengaluru Koramangala Store,Bengaluru,Pinnacle Wholesale,,9139.919999999998,26.07,2023,4,2023-04,2,Saturday,True
2023-04-01,S005,GRO-P0023,W03,SUP19,46.0,100.0,0,0,0.0,0,12716.7,276.45,0.0,0,Cold,Winter,0,0,,Wholesale,0,0.0,,Biscuit Pack Plus,Groceries,178.7,276.45,62,Delhi Connaught Place Store,Delhi,Cascade Vendors,,4496.500000000002,35.36,2023,4,2023-04,2,Saturday,True
2023-04-01,S006,ELE-P0033,W02,SUP14,15.0,94.0,0,0,0.0,0,174057.75,11603.85,14.0,1,Cloudy,Summer,0,1,Weekend Promo,Retail,0,0.0,,Smartphone Classic,Electronics,9591.98,13492.85,81,Hyderabad Central Plaza,Hyderabad,Everest Supply Co,,30178.050000000017,17.34,2023,4,2023-04,2,Saturday,True
2023-04-01,S007,SPO-P0029,W04,SUP09,6.0,69.0,0,0,0.0,0,33599.52,5599.92,0.0,0,Sunny,Summer,0,1,,Retail,0,0.0,,Gym Gloves Classic,Sports,3088.06,5599.92,33,Kolkata MG Road Store,Kolkata,Golden Gate Imports,,15071.159999999996,44.86,2023,4,2023-04,2,Saturday,True
2023-04-01,S008,STA-P0021,W05,SUP17,11.0,171.0,0,0,0.0,0,5075.84,461.44,15.0,1,Sunny,Summer,0,1,Weekend Promo,Retail,0,0.0,,Notebook Pack Classic,Stationery,343.32,542.87,82,Ahmedabad Mall Outlet,Ahmedabad,Oceanic Import-Export,,1299.3200000000002,25.6,2023,4,2023-04,2,Saturday,True
2023-04-01,S009,FUR-P0032,W01,SUP04,20.0,110.0,0,0,0.0,0,50681.0,2534.05,18.0,1,Sunny,Summer,0,1,Weekend Promo,Corporate,0,0.0,,Study Table Mini,Furniture,1812.83,3090.31,42,Jaipur High Street Store,Jaipur,Apex Trading Corp,,14424.400000000001,28.46,2023,4,2023-04,2,Saturday,True
2023-04-01,S010,HOM-P0024,W01,SUP09,4.0,53.0,0,0,0.0,0,12369.84,3092.46,0.0,0,Heatwave,Summer,0,1,,Online,0,0.0,,Wall Art Canvas Classic,Home Decor,1787.28,3092.46,49,Lucknow City Centre Store,Lucknow,Golden Gate Imports,,5220.72,42.21,2023,4,2023-04,2,Saturday,True
2023-04-01,S011,ELE-P0038,W05,SUP20,7.0,135.0,0,77,0.0,0,158972.59,22710.37,0.0,0,Cloudy,Summer,0,1,,Online,0,0.0,,Microwave Oven Classic,Electronics,12855.72,22710.37,38,Surat Ring Road Store,Surat,Meridian Supply Group,1.0,68982.55,43.39,2023,4,2023-04,2,Saturday,True
2023-04-01,S013,GRO-P0007,W07,SUP01,16.0,82.0,0,0,0.0,0,3720.8,232.55,17.0,1,Sunny,Summer,0,1,Weekend Promo,Retail,0,0.0,,Almonds 500g,Groceries,158.61,280.18,49,Indore Downtown Store,Indore,Sunrise Distributors,,1183.04,31.8,2023,4,2023-04,2,Saturday,True
2023-04-01,S014,FUR-P0014,W07,SUP02,8.0,130.0,0,0,0.0,0,1297.84,162.23,0.0,0,Heatwave,Summer,0,1,,Wholesale,0,0.0,,Laptop Table,Furniture,87.71,162.23,78,Bhopal Central Plaza,Bhopal,Metro Wholesale Co.,,596.16,45.93,2023,4,2023-04,2,Saturday,True
